cgpa,internships,projects,aptitude_score,communication_score,active_backlogs,dept,skill_level,placement_status
6.14,3,7,53,9,0,CSE,Low,1
6.47,1,3,85,2,2,CSE,Medium,1
5.45,2,9,85,5,4,ECE,Medium,1
6.23,1,7,71,9,2,EEE,Medium,1
8.94,2,2,67,7,3,ECE,High,1
6.34,3,8,77,3,4,ECE,Medium,1
7.53,3,1,94,1,3,CSE,Low,1
5.68,4,1,80,3,2,MECH,Medium,1
7.96,2,7,54,9,1,ECE,Low,1
8.05,1,1,42,5,2,CSE,High,1
6.09,0,5,66,4,2,CSE,Low,0
5.37,4,5,74,8,4,CSE,Medium,1
8.51,3,8,63,7,4,CSE,Low,1
8.17,2,9,96,4,0,ECE,Medium,1
7.41,4,4,99,6,3,EEE,Medium,1
9.48,2,6,97,4,3,EEE,Low,1
9.89,0,1,59,5,0,CSE,Low,1
8.66,0,5,95,5,0,MECH,Low,1
9.81,2,3,71,7,1,CSE,High,1
5.74,1,0,69,9,3,EEE,Medium,0
5.8,1,5,53,2,3,EEE,Low,0
10.0,2,9,71,7,2,EEE,Low,1
6.88,0,9,47,9,0,CSE,Low,1
7.8,4,0,41,7,2,ECE,Medium,1
9.72,3,3,44,3,0,CSE,Low,1
8.02,2,9,57,4,4,EEE,Low,1
9.35,4,4,47,9,4,EEE,High,1
8.54,2,8,47,7,3,CSE,Medium,1
9.28,3,3,83,5,2,MECH,High,1
7.35,3,5,59,3,2,CSE,Low,1
9.75,2,5,94,3,4,ECE,Low,1
5.63,0,9,67,2,2,MECH,Low,0
9.04,0,0,89,3,1,ECE,Medium,1
6.18,1,4,88,7,4,CSE,Medium,0
8.09,2,6,63,7,3,EEE,Medium,1
8.88,1,7,61,9,4,MECH,Medium,1
8.51,4,8,54,7,3,ECE,Medium,1
7.2,0,2,73,9,1,MECH,Low,1
9.65,3,6,59,3,1,CSE,High,1
5.81,1,1,41,1,2,CSE,High,0
8.6,0,2,71,1,1,ECE,Medium,1
6.27,1,1,69,5,4,ECE,High,0
8.44,0,6,47,8,1,MECH,High,1
5.95,3,9,54,1,0,ECE,High,1
5.24,3,0,53,9,4,CSE,Low,0
8.92,0,5,64,3,0,CSE,Medium,1
9.09,1,9,91,5,4,EEE,High,1
5.81,1,5,42,4,3,CSE,Medium,0
9.04,3,8,86,2,2,ECE,Medium,1
6.64,0,5,90,8,0,EEE,Medium,1
7.86,4,0,48,1,3,MECH,Low,1
8.01,2,3,48,1,3,CSE,High,1
9.57,3,9,63,4,2,MECH,High,1
7.85,3,9,78,9,3,CSE,Medium,1
9.34,4,5,57,8,3,CSE,High,1
7.11,0,7,45,6,1,CSE,Medium,1
8.27,0,7,44,2,1,CSE,Medium,1
5.96,0,5,99,1,4,CSE,Low,0
8.56,0,9,43,7,2,EEE,Medium,1
9.64,1,0,97,9,3,CSE,Low,1
7.14,0,7,59,8,0,CSE,Low,1
8.24,4,8,48,3,1,EEE,Low,1
7.72,4,6,57,6,1,CSE,Low,1
5.07,1,5,94,4,1,MECH,High,1
9.54,3,8,82,2,2,MECH,Medium,1
9.05,1,1,67,9,2,CSE,High,1
7.08,3,0,44,2,0,CSE,Medium,1
5.45,0,0,50,3,2,CSE,High,0
6.76,2,4,51,9,2,EEE,Medium,1
7.63,0,7,98,5,4,MECH,Low,0
6.22,3,9,47,5,1,CSE,High,1
9.16,0,0,81,5,1,EEE,High,1
6.48,1,3,72,7,1,CSE,Medium,1
6.02,1,3,55,4,3,MECH,High,0
5.86,2,7,75,8,4,MECH,Medium,1
8.63,0,8,46,9,3,MECH,High,1
7.73,0,5,80,4,4,ECE,Low,0
8.48,1,1,90,1,0,ECE,High,1
6.45,3,7,95,3,4,MECH,Low,1
7.0,3,1,48,6,2,CSE,Medium,1
9.48,4,9,54,1,3,ECE,High,1
6.65,4,7,95,5,3,CSE,Medium,1
9.51,3,5,64,9,0,ECE,High,1
9.83,0,6,80,9,3,MECH,Low,1
5.1,4,3,60,1,3,MECH,Low,1
7.47,4,6,63,3,4,CSE,High,1
8.11,0,4,61,8,2,ECE,High,1
5.06,4,4,73,4,1,MECH,High,1
6.75,4,6,89,6,0,ECE,Medium,1
5.14,1,5,99,4,3,ECE,Medium,0
8.08,2,5,66,8,2,CSE,Medium,1
7.32,3,6,66,4,0,ECE,Medium,1
6.31,0,4,78,9,3,EEE,High,0
8.89,2,3,51,2,0,CSE,Low,1
7.71,2,8,44,1,3,CSE,High,1
6.66,1,1,48,8,1,CSE,High,1
9.68,3,7,63,5,2,CSE,Low,1
9.88,0,9,98,2,4,CSE,High,1
5.91,2,0,95,3,2,MECH,High,1
9.89,1,4,59,6,4,ECE,Medium,1
7.94,1,1,43,5,2,CSE,Low,1
9.38,2,0,71,8,3,CSE,Low,1
6.46,1,7,47,2,4,MECH,Low,0
5.23,2,0,63,1,4,ECE,Medium,0
5.06,2,8,97,3,2,EEE,Low,1
7.15,0,2,87,4,1,ECE,Low,1
5.02,0,1,71,9,1,CSE,Medium,1
7.23,3,0,96,6,1,CSE,Low,1
8.72,3,1,40,2,0,EEE,Medium,1
8.34,3,0,57,6,3,CSE,Low,1
8.66,1,6,93,5,2,ECE,Low,1
7.97,4,8,44,6,0,EEE,High,1
9.77,4,1,61,2,0,ECE,Low,1
6.2,0,8,94,5,1,MECH,Medium,1
9.52,2,0,50,1,0,MECH,Medium,1
9.91,4,8,81,9,3,EEE,Low,1
5.02,2,3,86,6,4,ECE,Medium,0
7.16,2,3,80,1,1,MECH,Medium,1
8.38,1,9,45,4,0,MECH,Medium,1
8.07,1,8,62,7,2,MECH,Medium,1
9.95,2,6,67,4,2,ECE,High,1
8.3,3,0,98,3,2,ECE,Medium,1
8.09,2,0,80,5,1,EEE,Medium,1
9.63,3,1,76,5,0,MECH,Medium,1
9.51,0,0,57,7,3,CSE,Medium,1
9.17,1,0,54,3,1,ECE,Low,1
7.04,2,6,90,6,1,MECH,Medium,1
8.49,3,6,52,4,0,CSE,High,1
9.78,0,9,90,7,4,ECE,Medium,1
6.2,4,9,61,9,0,EEE,High,1
7.44,3,1,45,7,2,EEE,Low,1
8.79,3,6,40,6,1,CSE,Medium,1
7.99,4,7,63,3,4,CSE,Medium,1
8.92,0,7,57,8,2,ECE,Low,1
6.32,1,3,56,6,4,EEE,High,0
5.65,2,9,63,4,2,CSE,Medium,1
7.36,2,2,96,2,2,MECH,Medium,1
8.32,2,0,68,8,2,EEE,High,1
7.99,2,8,93,5,3,CSE,Medium,1
8.05,1,4,44,3,2,CSE,Low,1
5.46,1,4,40,3,3,CSE,Medium,0
7.46,1,4,69,5,3,CSE,Medium,1
6.01,3,6,40,9,1,CSE,Low,1
8.55,4,8,52,6,3,CSE,Low,1
7.79,3,1,46,2,2,CSE,High,1
8.0,1,4,72,4,3,EEE,Low,1
7.98,1,6,43,5,3,CSE,Medium,1
6.53,4,9,62,8,0,CSE,Medium,1
5.42,0,1,74,1,2,ECE,Medium,0
7.07,0,3,92,1,3,MECH,High,0
6.49,2,7,96,5,0,MECH,Medium,1
7.85,3,6,79,8,2,ECE,Low,1
6.12,2,1,95,7,4,ECE,Medium,1
6.12,3,7,72,6,4,CSE,High,1
6.63,2,7,92,6,2,ECE,Low,1
5.87,0,1,73,3,0,ECE,Medium,1
7.01,3,3,57,2,4,EEE,Low,1
9.12,1,9,58,6,0,ECE,Medium,1
9.26,0,4,69,2,0,ECE,High,1
5.54,1,7,83,8,2,CSE,Low,1
6.65,0,1,56,3,0,EEE,High,1
8.07,0,0,82,4,1,CSE,Medium,1
6.13,0,1,79,8,0,ECE,Low,1
9.6,1,9,55,5,2,CSE,Medium,1
8.53,2,1,74,1,1,CSE,High,1
6.1,4,3,44,5,1,EEE,High,1
5.53,0,1,65,4,2,CSE,Low,0
5.37,4,3,53,8,0,CSE,High,1
5.94,4,9,40,3,4,MECH,High,1
6.98,0,2,81,8,0,CSE,Medium,1
8.75,1,3,57,9,2,ECE,High,1
5.7,3,5,51,6,1,CSE,Medium,1
5.18,3,5,90,8,0,CSE,High,1
9.46,3,4,73,7,2,CSE,Medium,1
6.68,3,9,52,9,2,ECE,Medium,1
6.65,2,8,77,2,1,CSE,Low,1
7.63,4,6,74,4,3,ECE,Low,1
7.1,4,5,64,6,2,ECE,High,1
6.48,4,6,97,4,0,CSE,Medium,1
8.58,1,9,49,7,3,EEE,Medium,1
8.96,0,1,89,4,0,ECE,Low,1
9.13,3,8,92,6,2,CSE,Low,1
8.85,0,5,95,8,1,ECE,Low,1
8.45,4,2,54,5,4,MECH,Low,1
5.97,3,8,50,1,0,ECE,Medium,1
8.66,3,7,64,7,3,CSE,Medium,1
6.37,4,5,72,9,1,CSE,Low,1
8.61,2,0,43,8,0,ECE,Medium,1
5.49,0,1,91,1,0,ECE,Medium,1
7.12,3,6,57,9,2,CSE,Medium,1
6.97,4,4,96,4,2,EEE,High,1
5.18,3,9,91,9,4,EEE,High,1
9.42,3,6,41,2,3,EEE,Low,1
8.38,2,5,77,2,1,ECE,High,1
8.89,1,1,56,8,1,ECE,Medium,1
8.33,3,3,49,3,4,MECH,Medium,1
6.72,1,4,65,2,4,CSE,Low,0
7.53,0,3,41,2,0,CSE,Medium,1
5.64,2,7,93,4,4,ECE,Medium,1
5.81,0,9,55,8,1,ECE,Medium,1
6.62,4,5,56,8,1,ECE,Medium,1
8.22,1,3,61,8,4,CSE,High,1
8.0,1,7,71,5,0,CSE,Medium,1
8.88,1,1,72,7,1,CSE,Medium,1
7.66,1,5,56,7,1,EEE,Low,1
8.38,1,3,52,8,1,CSE,Medium,1
5.22,0,6,63,2,1,MECH,Medium,0
9.67,4,8,99,1,0,EEE,High,1
9.23,0,8,98,6,4,ECE,Low,1
9.68,3,8,53,1,4,ECE,Low,1
5.87,0,3,64,5,2,MECH,High,0
5.73,4,4,91,2,1,CSE,Low,1
7.7,0,8,47,3,1,CSE,High,1
9.19,3,0,75,1,4,ECE,High,1
8.69,0,4,52,4,0,MECH,High,1
6.29,4,0,50,2,1,EEE,High,1
7.38,4,5,74,9,1,CSE,High,1
6.18,1,9,81,7,4,EEE,Medium,0
7.82,4,6,75,4,1,EEE,High,1
7.84,4,4,91,3,1,EEE,Medium,1
5.42,2,3,62,3,4,MECH,High,0
8.16,4,9,40,5,2,CSE,Low,1
5.49,0,8,47,2,1,CSE,High,1
5.14,2,7,93,4,2,EEE,High,1
9.28,0,5,52,4,3,CSE,High,1
6.24,3,4,97,6,0,ECE,Medium,1
7.33,0,5,52,2,2,CSE,Low,0
9.69,3,2,58,9,2,CSE,Medium,1
8.13,3,1,42,3,4,CSE,High,1
6.86,1,2,45,1,1,MECH,Medium,1
9.26,0,0,52,2,0,MECH,High,1
6.07,1,9,47,7,3,CSE,Low,1
7.44,2,5,49,6,4,CSE,High,1
7.83,3,0,84,2,2,MECH,Low,1
7.93,1,7,58,2,3,MECH,Medium,1
5.09,0,7,80,4,3,ECE,Low,0
6.88,1,4,61,8,3,CSE,Medium,1
7.57,4,3,58,5,0,CSE,Low,1
7.29,0,5,97,6,1,ECE,High,1
9.11,0,5,87,7,4,CSE,High,1
8.61,1,0,88,8,1,ECE,High,1
9.66,0,1,72,6,0,EEE,Medium,1
6.12,0,7,92,4,2,EEE,Medium,1
5.78,0,7,96,4,0,CSE,High,1
6.02,4,2,60,9,1,ECE,High,1
8.28,2,2,51,8,2,MECH,Low,1
6.26,2,5,96,7,0,CSE,Medium,1
8.32,0,7,98,3,3,CSE,High,1
8.42,4,9,72,2,3,CSE,Medium,1
5.41,4,9,92,2,0,ECE,High,1
8.7,1,0,77,2,1,CSE,Medium,1
6.57,3,7,66,2,4,CSE,High,1
6.11,2,2,81,4,0,MECH,High,1
6.29,0,4,58,5,3,CSE,Low,0
9.48,2,1,49,4,3,EEE,Medium,1
8.03,1,4,60,3,1,ECE,High,1
8.25,1,0,51,5,2,ECE,High,1
6.09,1,0,59,2,3,MECH,High,0
6.8,1,9,90,1,0,CSE,High,1
9.05,3,7,72,5,0,ECE,Medium,1
6.7,2,4,68,4,3,EEE,Medium,1
9.06,2,8,81,1,1,MECH,Medium,1
6.0,2,3,79,7,3,ECE,High,1
8.66,3,9,96,4,2,ECE,High,1
5.58,0,6,83,2,2,CSE,Low,0
9.11,2,3,44,2,3,ECE,Medium,1
8.36,2,8,46,5,3,ECE,Medium,1
9.79,2,3,52,3,2,MECH,Medium,1
5.15,2,6,77,9,2,MECH,Low,1
5.66,2,6,97,9,4,EEE,Medium,1
5.14,4,9,71,7,0,ECE,Low,1
5.08,4,1,51,4,2,ECE,Medium,1
9.23,0,6,70,2,2,CSE,Medium,1
8.16,4,0,60,3,3,MECH,Medium,1
8.22,1,2,98,9,4,ECE,Low,1
6.88,0,6,73,8,2,CSE,Medium,1
5.27,3,9,96,4,0,ECE,Medium,1
7.16,0,1,52,4,3,CSE,Low,0
5.79,0,1,97,9,0,ECE,Medium,1
9.67,3,6,76,2,3,CSE,Medium,1
9.39,3,2,73,6,0,CSE,Low,1
6.5,1,3,53,1,4,ECE,Medium,0
5.09,2,6,45,6,3,CSE,Low,0
5.1,3,8,63,6,2,EEE,Medium,1
7.64,1,9,93,4,3,CSE,Medium,1
9.12,1,8,57,2,0,ECE,Low,1
6.71,0,4,65,1,4,CSE,High,0
8.29,3,8,69,5,2,CSE,Medium,1
9.29,4,7,79,7,2,ECE,Medium,1
8.18,2,5,90,2,2,CSE,Low,1
5.03,2,7,99,8,0,EEE,Medium,1
7.76,4,6,52,8,0,MECH,Medium,1
5.87,3,7,83,6,1,CSE,Medium,1
9.0,0,6,55,5,4,MECH,Medium,0
7.06,1,1,89,3,2,EEE,Medium,1
7.2,0,1,72,2,3,ECE,Medium,0
6.52,4,0,70,4,2,EEE,High,1
6.15,2,4,92,6,3,ECE,High,1
5.8,2,2,49,2,4,CSE,Low,0
7.04,2,7,62,8,4,CSE,High,1
7.69,4,1,68,8,0,MECH,Low,1
9.5,2,8,82,9,4,ECE,Low,1
7.01,2,3,60,1,3,CSE,High,1
6.61,3,3,54,9,4,CSE,Low,1
9.09,2,7,58,8,2,CSE,Low,1
8.48,4,4,51,4,0,ECE,Medium,1
5.57,3,6,81,5,1,ECE,High,1
8.54,3,2,55,7,4,CSE,High,1
9.76,3,7,99,6,2,CSE,High,1
7.49,4,9,65,3,0,MECH,Medium,1
7.45,4,4,41,6,3,MECH,Low,1
8.62,3,7,83,1,2,ECE,High,1
6.0,0,9,85,8,0,ECE,High,1
6.84,1,0,62,7,4,EEE,Medium,0
6.58,1,5,40,2,2,CSE,Medium,1
9.98,1,7,92,2,0,EEE,Low,1
5.81,1,7,73,2,3,CSE,Medium,0
5.87,4,2,85,7,4,CSE,Low,1
7.3,2,7,89,3,1,EEE,Medium,1
6.37,3,9,92,3,2,CSE,Medium,1
9.35,3,9,60,2,0,CSE,High,1
7.18,1,4,90,3,3,ECE,Medium,1
8.42,0,2,67,4,4,MECH,Medium,0
9.09,0,1,79,7,3,EEE,Low,1
6.36,3,3,45,8,2,CSE,Low,1
8.66,4,8,45,2,3,CSE,High,1
7.0,3,2,84,2,3,MECH,Medium,1
6.27,3,1,73,9,2,CSE,Low,1
9.45,2,9,52,5,3,ECE,Low,1
7.83,2,2,47,6,1,CSE,Medium,1
7.48,3,6,66,5,0,ECE,Low,1
5.9,3,6,97,7,3,CSE,Medium,1
9.51,3,5,92,6,1,EEE,Low,1
8.19,1,9,79,3,4,ECE,Low,1
9.74,0,7,95,7,4,CSE,High,1
5.22,4,7,46,3,2,MECH,Low,1
5.58,1,3,93,5,1,CSE,Low,1
9.39,4,7,64,8,0,ECE,Medium,1
7.26,4,2,48,8,1,MECH,Low,1
7.33,3,1,84,7,4,MECH,Medium,1
6.12,0,1,49,3,3,CSE,Low,0
7.44,2,2,78,8,3,ECE,High,1
7.19,2,0,69,4,4,CSE,Medium,1
8.6,3,5,56,5,2,MECH,High,1
8.18,4,3,76,5,4,CSE,Low,1
8.99,4,3,68,5,4,ECE,Medium,1
8.92,4,3,47,5,0,ECE,Low,1
7.11,3,5,69,9,4,ECE,Low,1
6.51,3,9,97,5,2,MECH,Low,1
6.63,4,7,97,9,2,EEE,High,1
9.95,2,0,48,8,0,EEE,Medium,1
7.05,4,4,87,7,3,MECH,Low,1
8.78,1,6,97,3,0,ECE,Low,1
5.41,0,6,85,9,0,CSE,High,1
7.15,0,7,95,6,3,MECH,Medium,1
6.64,2,7,87,9,1,ECE,Medium,1
5.8,2,5,93,4,1,CSE,Medium,1
5.12,1,3,86,8,3,EEE,Low,0
6.26,0,7,62,9,0,CSE,High,1
8.97,4,0,76,8,4,CSE,High,1
6.49,0,1,68,9,1,CSE,Medium,1
9.37,4,1,83,1,0,EEE,Medium,1
7.89,4,4,77,7,1,EEE,Medium,1
9.02,3,5,78,2,1,ECE,High,1
10.0,4,0,70,5,4,ECE,High,1
8.2,1,5,84,7,3,CSE,Medium,1
6.7,0,6,87,4,2,MECH,Medium,1
6.55,0,0,99,7,4,CSE,High,0
9.86,4,7,94,5,1,CSE,Low,1
8.57,3,9,89,3,2,EEE,Low,1
7.51,0,9,46,6,0,CSE,High,1
6.07,2,6,72,8,1,EEE,Medium,1
7.45,0,7,69,3,2,CSE,High,1
8.81,2,4,59,5,1,CSE,Low,1
9.87,3,0,49,7,1,ECE,Medium,1
8.36,0,0,52,7,4,MECH,Medium,0
5.12,4,8,77,2,1,ECE,Medium,1
7.33,0,0,61,6,4,EEE,High,0
9.14,4,3,59,7,3,CSE,Medium,1
7.55,4,2,96,4,0,ECE,Low,1
6.72,3,6,51,1,0,CSE,Low,1
9.31,3,6,41,4,3,CSE,Medium,1
7.89,0,3,69,5,3,EEE,Low,0
7.52,1,1,85,1,2,EEE,Low,1
7.43,0,8,63,1,3,EEE,Medium,0
8.41,3,5,51,6,1,EEE,Low,1
7.28,3,9,86,6,4,EEE,Low,1
7.84,2,6,54,6,3,CSE,High,1
6.44,2,7,62,4,3,ECE,High,1
5.86,2,4,97,1,3,CSE,Medium,1
9.1,3,9,71,1,0,CSE,Low,1
6.6,0,3,45,5,2,CSE,Medium,0
5.63,1,2,67,6,1,ECE,Medium,1
5.92,3,2,48,3,3,MECH,High,1
7.06,3,0,58,5,3,EEE,High,1
6.43,3,2,75,5,0,EEE,Low,1
8.48,2,6,83,1,0,ECE,Medium,1
6.75,1,0,96,1,0,ECE,Medium,1
7.93,0,2,50,2,3,EEE,High,0
5.84,1,9,92,1,1,CSE,Medium,1
5.68,0,7,78,6,2,MECH,Medium,1
9.53,4,6,75,2,3,EEE,Low,1
9.32,2,4,81,6,2,EEE,Medium,1
9.49,0,4,92,1,4,ECE,Low,0
7.47,1,3,87,8,0,ECE,Low,1
5.35,3,6,76,8,0,CSE,High,1
6.55,0,8,43,7,4,CSE,Medium,0
9.41,4,6,64,3,1,MECH,Medium,1
7.11,2,2,88,4,0,ECE,Low,1
6.63,1,6,77,1,0,CSE,Low,1
6.48,3,6,64,2,3,CSE,Low,1
7.75,0,0,44,6,3,CSE,Medium,0
7.26,1,6,48,6,1,EEE,High,1
6.87,3,5,61,3,3,CSE,High,1
7.12,2,0,92,2,4,EEE,Medium,0
6.33,0,1,50,7,2,CSE,High,0
5.96,2,7,55,6,0,EEE,Low,1
6.01,3,1,64,4,4,ECE,Medium,0
5.19,2,4,55,4,0,CSE,Low,1
9.73,4,0,86,5,2,ECE,High,1
9.78,0,8,59,4,2,MECH,Low,1
5.51,4,9,59,4,3,EEE,High,1
5.37,0,3,79,7,2,ECE,Medium,0
7.08,3,3,47,9,0,MECH,High,1
8.82,1,2,93,7,3,CSE,Medium,1
9.13,2,0,73,2,3,EEE,Low,1
5.11,2,6,72,3,3,EEE,Medium,1
6.42,3,8,75,6,1,CSE,Medium,1
7.68,3,0,77,2,2,CSE,Medium,1
5.68,4,1,50,7,4,ECE,Low,1
9.85,4,6,62,2,0,ECE,High,1
6.26,1,6,43,8,1,EEE,High,1
7.66,2,5,55,4,3,EEE,High,1
5.55,1,5,63,1,0,CSE,High,1
6.69,1,6,91,7,0,CSE,Medium,1
5.62,3,3,54,3,2,EEE,Low,1
9.56,3,5,81,9,2,CSE,High,1
9.75,0,7,44,7,0,ECE,High,1
7.71,4,8,64,5,4,MECH,Medium,1
6.75,3,6,94,2,3,CSE,High,1
6.62,0,3,98,7,3,CSE,High,1
9.62,3,9,40,4,4,ECE,Low,1
8.1,4,8,56,2,0,CSE,Low,1
7.05,3,9,77,1,3,MECH,High,1
8.86,4,8,60,5,2,ECE,Low,1
7.68,3,3,51,7,4,CSE,Medium,1
6.09,0,5,68,8,1,CSE,High,1
6.19,3,1,91,5,0,EEE,High,1
6.38,4,5,54,8,4,MECH,Medium,1
5.08,3,3,93,6,0,EEE,High,1
6.28,4,4,89,6,4,EEE,High,1
8.06,4,3,57,8,2,EEE,Medium,1
8.77,0,1,51,6,3,CSE,High,1
5.57,2,9,56,9,3,MECH,Low,1
9.86,0,2,92,8,1,CSE,High,1
7.44,4,9,59,9,3,ECE,Medium,1
5.31,1,3,86,6,2,EEE,Medium,1
9.7,4,4,55,6,4,CSE,Medium,1
6.36,4,2,99,1,4,ECE,Medium,1
6.55,1,3,82,5,0,MECH,Medium,1
7.3,1,5,40,6,0,ECE,Medium,1
6.62,3,1,70,6,3,ECE,Medium,1
5.89,2,4,44,3,2,CSE,Low,1
5.64,4,5,54,3,1,ECE,Medium,1
7.55,1,0,72,5,2,CSE,Medium,1
5.35,2,0,96,1,3,ECE,Low,0
8.55,4,7,70,4,2,CSE,Low,1
6.71,2,8,87,5,4,CSE,High,1
9.96,4,5,49,8,2,CSE,Low,1
5.31,4,1,84,4,4,CSE,Low,1
5.24,2,1,52,5,3,CSE,Low,0
6.26,1,5,87,7,3,ECE,Medium,1
6.76,3,9,48,2,3,EEE,High,1
9.07,4,9,73,4,2,CSE,Low,1
9.15,0,1,93,7,3,CSE,High,1
8.62,4,5,80,6,2,ECE,Medium,1
9.13,1,0,45,1,3,CSE,Medium,1
8.64,4,7,85,3,4,CSE,High,1
9.37,3,6,74,3,4,CSE,High,1
7.32,0,4,98,9,4,EEE,Medium,0
6.38,3,2,66,2,3,CSE,Medium,1
8.15,2,7,75,5,1,EEE,Medium,1
6.82,2,0,76,1,1,ECE,Medium,1
5.34,3,4,83,9,2,ECE,Medium,1
9.28,0,5,88,5,3,CSE,Medium,1
9.17,2,6,90,1,1,EEE,Low,1
7.48,1,6,80,2,1,CSE,High,1
7.33,0,2,99,6,3,CSE,Medium,1
5.59,4,5,95,3,4,MECH,Low,1
5.63,1,0,61,2,0,CSE,Low,1
8.99,3,3,95,5,2,MECH,Medium,1
9.27,1,1,43,8,4,CSE,Medium,1
5.03,0,2,77,7,2,CSE,Low,0
8.92,3,7,40,4,1,CSE,High,1
7.68,0,3,40,6,4,CSE,Low,0
7.19,2,3,61,6,1,CSE,Low,1
7.38,4,3,55,5,3,ECE,Medium,1
8.57,2,6,45,3,3,CSE,Medium,1
5.01,3,9,85,7,0,ECE,Medium,1
5.31,1,0,53,3,4,ECE,Medium,0
9.21,0,9,70,3,2,CSE,Medium,1
9.99,3,5,70,1,3,ECE,High,1
6.21,1,0,87,6,1,ECE,Medium,1
7.0,1,5,82,3,3,CSE,High,1
8.51,4,8,67,4,3,ECE,High,1
8.32,2,7,54,3,2,MECH,Low,1
8.92,2,1,84,8,0,MECH,Medium,1
9.57,4,1,71,9,4,ECE,High,1
6.32,4,6,81,4,3,CSE,High,1
7.64,2,9,61,3,3,MECH,High,1
5.7,1,9,82,3,4,ECE,Medium,0
9.85,3,0,78,3,2,ECE,Low,1
8.79,4,5,40,3,2,CSE,Medium,1
5.94,0,5,62,5,0,MECH,High,1
8.7,2,9,70,3,1,CSE,High,1
8.99,2,6,40,8,3,CSE,High,1
5.68,1,4,54,7,1,CSE,High,1
7.5,3,1,89,2,4,CSE,High,1
9.11,0,7,61,6,0,CSE,High,1
6.74,1,4,90,3,2,MECH,Low,1
5.25,2,6,49,8,1,EEE,Medium,1
6.72,2,9,59,3,0,CSE,Medium,1
8.91,1,7,82,8,0,EEE,High,1
5.5,0,9,72,1,3,CSE,High,0
6.55,3,2,45,8,2,ECE,Medium,1
9.27,3,2,51,6,4,ECE,Medium,1
5.81,4,4,73,1,4,EEE,High,1
6.94,0,7,83,6,0,MECH,High,1
7.77,1,1,42,1,0,CSE,Low,1
5.89,4,1,63,1,4,CSE,High,1
8.5,4,8,73,2,4,EEE,High,1
8.91,3,7,73,7,1,ECE,Low,1
8.17,3,0,51,4,4,CSE,Medium,1
9.31,2,7,99,7,4,MECH,High,1
5.65,4,9,53,5,0,ECE,Medium,1
5.02,4,0,98,7,1,MECH,Low,1
6.33,1,9,57,9,4,EEE,Medium,0
9.2,4,7,75,3,1,MECH,Medium,1
5.63,4,1,59,8,0,CSE,Low,1
8.82,2,2,82,7,0,EEE,High,1
9.65,0,2,87,3,4,EEE,High,1
7.8,4,4,40,1,0,MECH,Medium,1
9.42,3,1,64,3,2,CSE,High,1
6.24,2,9,42,7,2,MECH,Low,1
8.61,1,8,56,4,0,CSE,Medium,1
8.9,1,0,42,7,3,ECE,High,1
7.44,3,3,70,6,1,EEE,Medium,1
8.01,0,3,79,2,0,MECH,Medium,1
5.44,3,4,60,1,4,MECH,Low,0
6.38,4,6,55,5,1,EEE,Low,1
5.38,2,1,66,7,0,ECE,Medium,1
6.2,3,4,77,4,3,ECE,Low,1
9.46,2,7,58,4,2,CSE,Medium,1
5.15,4,1,79,3,3,CSE,Low,1
7.48,2,9,82,1,1,CSE,High,1
7.61,4,0,66,9,1,EEE,Medium,1
6.43,2,8,96,9,2,EEE,High,1
8.91,0,2,56,7,1,EEE,Low,1
7.95,1,2,83,4,3,EEE,Low,1
5.98,1,6,60,6,4,CSE,High,0
7.36,4,0,81,7,4,CSE,High,1
5.12,2,1,67,7,1,ECE,High,1
5.09,0,5,68,2,1,ECE,High,1
8.67,1,5,43,1,2,CSE,Medium,1
5.86,4,6,57,2,2,EEE,Medium,1
9.84,1,2,80,2,1,EEE,Medium,1
6.79,2,3,88,4,2,ECE,Medium,1
8.49,2,0,90,1,2,MECH,Medium,1
7.31,2,0,46,7,4,CSE,Medium,1
7.05,0,1,80,9,0,CSE,Low,1
8.34,3,4,51,7,0,CSE,Low,1
8.13,3,9,56,4,4,CSE,High,1
9.38,3,2,86,6,4,EEE,Low,1
5.42,4,7,98,8,4,MECH,Medium,1
7.53,1,6,64,1,4,MECH,Medium,0
8.04,4,2,93,9,2,CSE,Medium,1
8.25,2,4,68,4,0,CSE,High,1
8.13,0,4,75,1,1,CSE,Low,1
6.84,1,9,74,6,4,ECE,Medium,1
5.16,1,1,85,9,2,ECE,Medium,1
8.57,2,8,59,9,2,ECE,Medium,1
5.22,2,1,82,1,0,EEE,Medium,1
7.35,4,8,64,7,4,MECH,Medium,1
8.6,0,7,58,2,2,EEE,Low,1
6.37,1,5,91,9,0,EEE,Medium,1
5.14,1,8,75,3,0,MECH,High,1
5.46,4,8,92,7,3,CSE,Low,1
5.7,3,6,64,9,2,EEE,Medium,1
8.33,2,5,94,4,1,MECH,Medium,1
8.27,2,2,42,2,4,EEE,Low,0
9.89,2,4,73,5,1,EEE,Medium,1
6.62,0,2,96,4,2,MECH,High,1
5.66,4,6,79,5,4,MECH,High,1
5.86,4,4,94,4,4,MECH,Low,1
5.16,4,6,72,3,3,MECH,Low,1
9.12,4,4,46,8,3,CSE,High,1
5.38,2,3,51,2,4,ECE,High,0
9.47,1,4,48,6,4,ECE,Medium,1
5.24,0,1,66,4,3,MECH,High,0
9.07,1,4,44,1,1,ECE,Medium,1
5.98,2,6,89,6,4,CSE,Medium,1
5.12,4,1,55,2,2,MECH,High,1
8.51,4,1,70,7,4,CSE,Medium,1
